Unnamed: 0,sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
3820,3312673,150,8,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
3821,3312674,56,,0,0,0,0,4,9,10,15,3,No,0,-99,-99,0,No,No,No,No,No,No
3822,3312685,32,,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,No,No,No,No
3823,3312717,0,5,0,6,6,6,0,0,0,0,0,No,0,0.65,0.71,0,Yes,No,Yes,Yes,No,No
3824,3312719,0,8,0,0,0,0,0,0,0,0,0,No,0,0.65,0.72,0,No,No,No,Yes,No,No
3825,3312763,11,8,0,11,23,35,2,8,19,24,0,No,0,0.89,0.87,0,No,No,No,Yes,No,No
3826,3312810,22,8,0,0,0,0,0,3,12,13,0,No,0,0.77,0.84,0,No,No,No,Yes,No,No
3827,3312959,0,9,0,5,5,5,0,0,0,0,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
3828,3313007,73,14,0,0,0,0,0,0,0,0,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3829,3313008,870,4,0,0,0,0,0,4,7,10,1,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3830,3313010,57,8,0,0,0,0,1,2,2,123,1,No,0,0.95,0.92,0,No,No,No,Yes,No,No
3831,3313012,99,,0,0,0,0,0,0,0,0,3,No,0,-99,-99,0,Yes,No,No,No,No,No
3832,3313053,2,8,0,20,20,20,0,0,0,0,0,No,0,0.5,0.52,0,Yes,No,Yes,No,No,No
3833,3313197,168,8,28,48,144,288,33,130,313,575,26,No,0,0.92,0.96,3,No,No,No,Yes,No,No
3834,3313235,31,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3835,3313247,4,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3836,3313336,3,,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,No,Yes,No,No
3837,3313338,238,4,1,0,0,0,9,19,43,90,26,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3838,3313388,36,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
3839,3313481,904,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3840,3313494,16,,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3841,3313528,469,8,2,0,0,0,14,49,124,203,33,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3842,3313529,3,8,0,0,0,0,0,0,0,0,2,No,0,0.9,0.92,0,Yes,No,No,Yes,No,No
3843,3313543,99,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
3844,3313623,2,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3845,3313668,8,12,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3846,3313669,7893,4,1530,14770,25880,38860,3244,11061,26335,37803,3025,No,0,0.87,0.91,0,No,No,No,Yes,No,No
3847,3313670,35,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3848,3313762,543,8,24,864,1728,2592,167,676,2036,3124,175,No,0,0.95,0.95,0,No,No,No,Yes,No,No
3849,3313860,5,8,0,0,0,0,1,1,5,6,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3850,3314084,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3851,3314100,1,9,0,0,0,0,0,0,0,0,0,No,0,1,0.98,0,No,No,No,Yes,No,No
3852,3314148,799,8,2,0,0,0,8,21,89,577,183,No,0,0.99,0.98,0,No,No,No,Yes,No,No
3853,3314209,2,,0,0,0,0,0,0,3,4,3,No,0,-99,-99,0,No,No,No,No,No,No
3854,3314243,158,2,0,211,391,541,118,401,760,1035,64,No,0,0.73,0.82,0,No,No,No,Yes,No,No
3855,3314291,898,52,0,0,0,0,0,0,0,0,0,No,0,0.95,0.95,0,Yes,No,No,Yes,No,No
3856,3314337,114,8,0,0,0,84,5,19,45,75,12,No,0,0.98,0.96,0,No,No,Yes,Yes,No,No
3857,3314338,21,8,24,51,96,126,10,37,79,150,43,No,0,0.98,0.96,0,No,No,No,Yes,No,No
3858,3314429,26,8,0,0,0,0,9,22,53,76,15,No,0,0.77,0.71,0,No,No,No,Yes,No,No
3859,3314437,71,,0,0,0,0,0,0,0,0,3,No,0,-99,-99,0,No,No,No,Yes,No,No
3860,3314523,7,9,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,Yes,Yes,No,No
3861,3314524,13,12,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3862,3314549,5,,0,0,0,0,0,1,1,1,0,No,0,-99,-99,0,Yes,No,Yes,Yes,No,No
3863,3314662,51,8,9,75,75,75,6,18,47,70,23,No,0,0.9,0.85,0,No,No,No,Yes,No,No
3864,3314665,36,52,0,0,0,0,0,0,2,4,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3865,3314757,43,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.96,0,No,No,No,Yes,No,No
3866,3314806,22,2,0,26,52,78,7,29,53,73,0,No,0,0.94,0.96,0,No,No,No,Yes,No,No
3867,3314807,3,2,0,0,0,0,0,0,0,0,0,No,0,0.97,0.93,0,No,No,No,Yes,No,No
3868,3314809,113,8,0,0,0,0,0,0,0,0,11,No,0,0.97,0.98,0,No,No,Yes,Yes,No,No
3869,3314902,84,8,0,39,76,113,5,39,78,126,22,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3870,3314903,0,8,0,0,0,0,0,0,0,0,0,No,0,0.94,0.92,0,No,No,No,Yes,No,No
3871,3314911,105,8,0,0,0,0,1,32,50,77,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3872,3314946,9,8,0,0,0,0,0,0,2,6,2,No,0,0.99,0.94,0,No,No,No,Yes,No,No
3873,3314979,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
3874,3314995,42,2,12,18,60,66,0,0,0,0,9,No,0,0.89,0.81,0,No,No,No,Yes,No,No
3875,3315044,6,2,0,6,6,6,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3876,3315045,17,2,0,0,10,11,0,0,0,0,0,No,0,0.97,0.95,0,Yes,No,No,Yes,No,No
3877,3315091,6,4,0,0,0,0,0,5,8,15,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3878,3315093,24,9,0,0,0,0,0,0,0,1,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
3879,3315186,10,4,0,0,0,0,0,0,0,1,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3880,3315280,31,12,0,146,236,326,42,105,160,259,68,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3881,3315487,0,,0,0,0,0,0,0,0,2,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3882,3315513,150,8,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
3883,3315609,9,8,0,0,0,20,2,2,9,20,1,No,0,0.93,0.96,0,No,No,No,Yes,No,No
3884,3315706,146,8,0,0,0,0,0,11,14,20,0,No,0,0.25,0.31,0,No,No,Yes,Yes,No,No
3885,3315707,10,8,0,0,0,0,1,1,2,2,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
3886,3315805,11,2,0,0,0,0,0,0,0,0,0,No,0,0.5,0.52,0,Yes,No,No,Yes,No,No
3887,3315854,5,,0,0,0,0,1,5,9,18,13,No,0,-99,-99,0,No,No,No,No,No,No
3888,3315927,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,Yes,Yes,No,No
3889,3315996,793,2,0,500,1000,1500,130,509,909,1374,136,No,0,0,0.22,0,No,No,No,Yes,No,No
3890,3316045,1,2,0,3,3,3,2,6,8,9,0,No,0,0.7,0.71,0,No,No,No,Yes,No,No
3891,3316288,860,14,0,0,0,0,0,0,0,0,24,No,0,0.9,0.93,0,Yes,No,No,Yes,No,No
3892,3316332,11,9,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,No,No,No,Yes,No,No
3893,3316364,2,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3894,3316388,3,8,0,0,0,0,0,0,0,0,0,No,0,0.94,0.97,0,No,No,No,Yes,No,No
3895,3316424,4,2,0,3,9,12,1,4,5,18,2,No,0,0.11,0.37,0,No,No,No,Yes,No,No
3896,3316466,22,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
3897,3316472,6,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
3898,3316485,8,,0,0,0,0,0,0,0,0,6,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3899,3316520,2,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,Yes,Yes,No,No
3900,3316521,4,8,0,0,0,1,1,2,2,4,0,No,0,0.87,0.83,0,No,No,No,Yes,No,No
3901,3316567,6,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.91,0,No,No,No,Yes,No,No
3902,3316568,180,8,16,180,345,479,28,106,229,459,39,No,0,0.91,0.95,0,No,No,No,Yes,No,No
3903,3316569,9,8,0,1,6,11,0,5,12,20,0,No,0,0.95,0.97,0,No,No,No,Yes,No,No
3904,3316613,21,2,0,0,10,30,5,12,20,31,0,No,0,0.91,0.94,0,No,No,No,Yes,No,No
3905,3316617,0,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3906,3316662,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3907,3316759,19,8,0,0,0,0,0,0,0,12,1,No,0,0.95,0.95,0,No,No,No,Yes,No,No
3908,3316760,95,2,0,0,0,0,1,5,11,11,1,No,0,0.61,0.68,0,Yes,No,No,Yes,No,No
3909,3316807,11,2,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
3910,3316808,0,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.8,0,Yes,No,No,Yes,No,No
3911,3316846,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3912,3317000,8,2,0,0,0,0,0,0,0,0,1,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3913,3317050,4,12,0,0,0,0,0,0,0,0,1,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3914,3317098,227,12,0,0,0,0,0,0,0,6,1,No,0,0,0,0,No,No,No,Yes,No,No
3915,3317099,48,8,0,0,0,0,2,4,11,20,2,No,0,0.73,0.87,0,No,No,No,Yes,No,No
3916,3317148,19,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3917,3317195,390,8,2,0,0,0,2,18,49,96,19,No,0,0.3,0.59,0,No,No,No,Yes,No,No
3918,3317243,548,8,0,0,0,0,11,36,65,93,82,No,0,1,0.97,0,No,No,No,Yes,No,No
3919,3317339,29,10,0,0,0,80,1,9,18,24,2,No,0,0.77,0.84,0,No,No,No,Yes,No,No
3920,3317385,438,8,0,0,0,0,0,0,0,0,2,No,0,0.99,0.99,0,Yes,No,Yes,Yes,No,No
3921,3317401,176,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3922,3317485,47,,0,0,0,0,0,1,2,2,1,No,0,-99,-99,0,No,No,Yes,Yes,No,No
3923,3317526,0,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.94,0,No,No,No,Yes,No,No
3924,3317588,7,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3925,3317622,32,2,0,0,0,0,0,1,1,5,2,No,0,0.48,0.36,0,No,No,No,Yes,No,No
3926,3317623,2,8,0,12,12,24,3,8,14,26,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3927,3317644,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3928,3317671,1,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3929,3317673,1,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3930,3317819,0,16,0,0,0,0,0,0,0,0,1,No,0,0.31,0.4,0,No,No,Yes,Yes,No,No
3931,3317866,4,8,0,0,0,0,0,0,0,1,1,No,0,0.85,0.64,0,No,No,Yes,Yes,No,No
3932,3317867,3,9,0,0,0,0,0,0,0,0,0,No,0,0.58,0.45,0,No,No,No,Yes,No,No
3933,3317913,58,8,34,96,192,304,16,77,157,248,24,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3934,3317914,6,2,0,0,0,0,0,0,1,1,0,No,0,0.88,0.9,0,Yes,No,No,Yes,No,No
3935,3318009,937,8,167,0,330,550,25,208,366,708,137,No,0,0.98,0.96,0,No,No,No,Yes,No,No
3936,3318057,1,4,0,2,3,3,0,1,1,2,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3937,3318058,76,4,210,29,144,259,19,95,157,197,0,No,0,0.73,0.78,0,No,No,Yes,Yes,No,No
3938,3318102,34,12,0,20,48,69,6,20,51,69,0,No,0,0.7,0.76,0,No,No,No,Yes,No,No
3939,3318149,11,12,0,0,0,0,0,0,0,1,2,No,0,0.92,0.83,0,Yes,No,Yes,Yes,No,No
3940,3318195,6,8,6,8,16,28,2,10,19,27,3,No,0,0.42,0.36,0,No,No,No,Yes,No,No
3941,3318386,5,8,0,15,25,35,3,9,22,33,0,No,0,0.95,0.77,0,No,No,No,Yes,No,No
3942,3318387,7,52,0,0,0,0,1,1,3,5,0,No,0,0.52,0.67,0,Yes,No,No,Yes,No,No
3943,3318399,115,,0,0,44,97,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3944,3318433,0,12,0,1,1,1,0,0,0,0,0,No,0,0.94,0.87,0,No,No,Yes,Yes,No,No
3945,3318482,3,12,0,0,0,0,0,0,0,0,1,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3946,3318483,25,8,0,0,0,0,1,3,4,10,0,No,0,0.96,0.9,0,No,No,No,Yes,No,No
3947,3318484,8,8,0,0,0,0,0,0,0,0,0,No,0,0.94,0.8,0,No,No,No,Yes,No,No
3948,3318625,5,4,0,6,6,12,2,4,8,11,1,No,0,0.96,0.91,0,No,No,No,Yes,No,No
3949,3318732,0,,0,0,0,0,0,0,0,0,2,No,0,-99,-99,0,No,No,No,Yes,No,No
3950,3318819,1,8,0,0,0,0,0,0,0,0,2,No,0,0.81,0.85,0,No,No,No,Yes,No,No
3951,3318867,2,2,0,0,0,0,0,1,2,3,0,No,0,0.37,0.34,0,Yes,No,No,Yes,No,No
3952,3319216,23,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3953,3319249,238,8,0,0,160,336,22,131,366,590,41,No,0,0.99,0.98,0,No,No,No,Yes,No,No
3954,3319251,58,8,1,0,0,0,3,18,42,121,0,No,0,0.94,0.92,0,No,No,No,Yes,No,No
3955,3319252,79,16,0,0,0,0,0,7,14,19,1,No,0,0.63,0.57,0,No,No,No,Yes,No,No
3956,3319444,53,8,0,0,0,0,0,1,4,4,0,No,0,0.41,0.46,0,No,No,No,Yes,No,No
3957,3319537,451,2,37,1050,1350,1650,190,439,1109,2272,144,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3958,3319590,44,4,0,0,0,0,5,14,29,38,2,No,0,0.94,0.92,0,No,No,No,Yes,No,No
3959,3319635,12,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3960,3319636,3,9,0,0,0,0,0,0,1,1,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3961,3319732,1,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3962,3319780,477,2,0,0,0,0,16,44,69,82,0,No,0,0.03,0.12,0,No,No,No,Yes,No,No
3963,3319781,85,8,0,0,0,0,0,4,6,7,0,No,0,0,0,0,No,No,No,Yes,No,No
3964,3319875,12,8,0,30,45,60,9,21,37,54,13,No,0,1,0.75,0,No,No,No,Yes,No,No
3965,3319923,3,2,0,5,5,5,0,0,0,0,0,No,0,0.82,0.81,0,Yes,No,No,Yes,No,No
3966,3319924,4,2,0,60,60,60,0,0,0,0,0,No,0,0.9,0.95,0,Yes,No,No,Yes,No,No
3967,3319925,2,2,0,45,45,45,2,2,2,2,0,No,0,0.9,0.95,0,Yes,No,No,Yes,No,No
3968,3319926,3,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3969,3319972,31,4,0,0,0,0,0,0,1,3,2,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3970,3320020,14,52,0,25,25,25,0,4,9,18,23,No,0,0.84,0.87,0,Yes,No,No,No,No,No
3971,3320021,735,10,26,0,0,400,74,274,576,937,120,No,0,0.77,0.84,0,No,No,No,Yes,No,No
3972,3320065,146,8,0,0,0,108,8,42,124,184,13,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3973,3320110,0,2,49,0,0,0,0,2,2,2,2,No,0,0.9,0.92,0,Yes,No,Yes,Yes,No,No
3974,3320156,26,12,18,152,216,288,11,70,171,260,24,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3975,3320157,102,12,13,400,600,800,122,306,633,960,52,No,0,0.94,0.87,1,No,No,No,Yes,No,No
3976,3320158,2,12,0,0,0,0,5,23,59,85,14,No,0,0.93,0.95,0,Yes,No,No,Yes,No,No
3977,3320159,560,8,42,0,0,0,25,97,196,253,48,No,0,0.93,0.96,0,No,No,No,Yes,No,No
3978,3320160,5,8,0,7,14,21,4,10,16,28,1,No,0,0.87,0.88,0,No,No,No,Yes,No,No
3979,3320202,13,8,0,0,0,0,1,2,6,11,2,No,0,1,1,0,No,No,Yes,Yes,No,No
3980,3320381,8,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
3981,3320587,26,4,0,0,0,0,2,4,6,7,0,No,0,0.95,0.77,0,No,No,No,Yes,No,No
3982,3320591,5,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3983,3320731,10,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,Yes,Yes,No,No
3984,3320732,6,8,0,12,21,30,5,11,19,23,3,No,0,1,0.99,0,No,No,No,Yes,No,No
3985,3320733,2,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3986,3320740,0,6,0,0,0,0,0,0,0,0,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
3987,3320779,14,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3988,3320926,35,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3989,3321084,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3990,3321161,14,8,0,0,0,0,0,3,5,8,3,No,0,0.73,0.76,0,No,No,No,Yes,No,No
3991,3321162,28,12,0,126,126,126,1,12,25,28,4,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3992,3321255,9,8,0,0,0,0,1,1,4,8,0,No,0,0.95,0.77,0,No,No,No,Yes,No,No
3993,3321256,2,8,0,0,0,0,0,1,2,5,0,No,0,0.87,0.8,0,No,No,No,Yes,No,No
3994,3321300,1638,12,44,0,105,346,168,347,903,1423,165,No,0,0.68,0.57,0,No,No,No,Yes,No,No
3995,3321350,2747,8,27,135,1779,4404,303,1862,5404,7354,594,No,0,0.83,0.83,0,No,No,No,Yes,No,No
3996,3321446,2,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3997,3321593,3,2,0,0,0,0,0,0,0,0,0,No,0,1,0.75,0,No,No,No,Yes,No,No
3998,3321687,48,12,0,21,41,53,7,24,35,60,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,No
3999,3321733,2,8,0,1,2,3,0,1,3,4,1,No,0,0.8,0.83,0,No,No,No,Yes,No,No
4000,3321879,63,2,0,0,0,0,0,1,4,5,1,No,0,0.94,0.92,0,No,No,No,Yes,No,No
4001,3321973,141,8,3,100,200,200,8,18,113,225,25,No,0,0.98,0.92,0,No,No,No,Yes,No,No
4002,3322018,7,4,0,5,5,15,0,3,6,12,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
4003,3322067,1790,2,463,1848,3936,5952,405,1595,2438,3591,616,No,0,0.88,0.63,0,No,No,Yes,Yes,No,No
4004,3322069,167,,0,0,0,0,0,0,6,14,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
4005,3322114,30,8,0,0,0,0,1,2,12,13,4,No,0,0.66,0.6,0,Yes,No,Yes,Yes,No,No
4006,3322160,2,8,0,0,0,0,0,0,0,0,1,No,0,1,0.99,0,No,No,No,Yes,No,No
4007,3322161,4,8,0,4,8,12,1,6,9,12,0,No,0,1,1,0,No,No,No,Yes,No,No
4008,3322300,99,52,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,Yes,Yes,No,No
4009,3322302,38,2,0,0,0,0,2,3,9,10,0,No,0,0.89,0.82,0,No,No,No,Yes,No,No
4010,3322345,6,8,0,4,8,12,1,3,6,14,0,No,0,0.97,0.98,0,No,No,Yes,Yes,No,No
4011,3322392,1833,8,0,0,0,0,7,58,159,252,30,No,0,0.95,0.96,0,No,No,No,Yes,No,No
4012,3322403,16,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
4013,3322442,9,12,0,0,0,0,0,0,0,1,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
4014,3322539,6,12,0,0,0,0,0,1,1,1,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
4015,3322540,7,2,0,14,21,35,7,12,19,24,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4016,3322682,0,9,4,3,6,9,4,8,11,15,2,No,0,0.94,0.83,0,No,No,No,Yes,No,No
4017,3322732,0,4,15,4,4,4,0,0,0,0,1,No,0,0.91,0.84,0,Yes,No,No,Yes,No,No
4018,3322733,0,4,0,4,7,7,0,0,0,0,0,No,0,0.7,0.66,0,Yes,No,Yes,Yes,No,No
4019,3322735,0,2,0,0,0,0,0,0,0,0,0,No,0,0.66,0.64,0,No,No,No,Yes,No,No
4020,3322779,3,,0,0,0,0,1,1,2,2,0,No,0,-99,-99,0,Yes,No,No,No,No,No
4021,3322891,2426,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.96,0,No,No,No,Yes,No,No
4022,3322966,492,8,0,118,413,767,100,375,888,1413,93,No,0,0.9,0.92,0,No,No,No,Yes,No,No
4023,3323001,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
4024,3323013,2,12,0,1,2,3,1,2,3,10,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
4025,3323015,4,12,0,0,0,1,0,0,2,4,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
4026,3323109,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
4027,3323167,6697,8,0,0,0,0,2,444,447,452,46,No,0,-99,-99,0,No,No,Yes,Yes,No,No
4028,3323196,3,2,2,9,15,21,7,11,17,30,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
4029,3323243,9,8,0,0,0,0,1,1,1,3,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
4030,3323247,42,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
4031,3323390,4,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
4032,3323678,5,4,0,0,0,0,0,0,0,0,2,No,0,0.7,0.66,0,Yes,No,Yes,Yes,No,No
4033,3323720,7,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,Yes,Yes,No,No
4034,3323738,250,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
4035,3323822,11,2,0,0,0,0,0,0,0,0,1,No,0,0,0,0,No,No,No,Yes,No,No
4036,3323965,8,8,0,8,16,24,3,7,15,21,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
4037,3324056,1,9,0,0,0,0,0,0,0,0,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4038,3324067,23,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
4039,3324102,31,12,6,0,0,2,0,2,17,28,1,No,0,0.65,0.75,0,No,No,No,Yes,No,No
4040,3324151,95,9,8,80,170,260,27,107,241,342,144,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4041,3324633,34,,0,0,0,0,0,3,10,19,6,No,0,-99,-99,0,No,No,No,No,No,No
4042,3324724,13,8,0,0,0,0,0,0,0,0,1,No,0,0.37,0.34,0,No,No,No,Yes,No,No
4043,3324728,5,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
4044,3324771,13,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
4045,3324772,13,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
4046,3324877,10,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
4047,3325051,494,8,135,126,414,702,67,231,557,882,47,No,0,0.61,0.6,0,No,No,No,Yes,No,No
4048,3325053,4,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
4049,3325099,0,9,0,3,5,6,1,2,3,4,0,No,0,0.93,0.78,0,No,No,No,Yes,No,No
4050,3325100,3,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
4051,3325292,15,8,0,0,0,0,0,0,0,2,0,No,0,0.68,0.77,0,Yes,No,No,Yes,No,No
4052,3325342,815,4,0,0,0,0,4,4,18,30,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
4053,3325344,177,2,0,0,0,0,0,0,1,1,1,No,0,-99,-99,0,No,No,No,Yes,No,No
4054,3325435,21,2,0,0,0,0,0,0,3,4,3,No,0,0.83,0.86,0,No,No,No,Yes,No,No
4055,3325436,14,6,0,0,0,0,0,0,0,0,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
4056,3325438,7,4,0,0,0,0,0,0,0,0,1,No,0,0.89,0.9,0,Yes,No,No,Yes,No,No
4057,3325577,8,8,0,0,15,15,1,4,11,17,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
4058,3325605,0,,0,0,0,0,0,0,0,0,3,No,0,-99,-99,0,No,No,No,No,No,No
4059,3325723,2140,4,0,0,0,0,0,0,0,100,1,No,0,0.98,0.96,0,No,No,No,Yes,No,No
4060,3325917,14,8,0,0,0,0,0,0,0,0,0,No,0,0,0.79,0,No,No,Yes,Yes,No,No
4061,3325954,8,8,0,0,0,0,1,1,7,13,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
